id,url,title,price,price_m2_text,price_m2,rooms,square_m2,floor,floor_total,district,city,street,house_num,latitude,longitude,complex_id,complex_alias,complex_name,furniture,rent_renovation,priv_dorm,bathrooms_count,kitchen_studio,suited_for,full_description,photo_urls,photo_count,photo_set_hash,seller_type,owner_name,is_identity_confirmed,published_date,created_at,added_at,storage,scraped_at,old_price,new_price,price_drop,detected_at,source,reason,incoming_data_warnings,incoming_requires_manual_review,finish_type,red_flags,premium_markers,extra_attributes,requires_manual_review,llm_skipped_error,status,verdict,verdict_reason,finish_bucket,price_segment,cohort_level,cohort_size,cohort_dispersion,confidence_weight,benchmark_confidence,is_extreme_floor,floor_adjustment_factor,base_price_m2,base_price_m2_corrected,diff_pct,robust_z,value_score,quality_evidence_score,price_quality_score,price_quality_label,data_confidence,seller_class,seller_confidence,seller_reason,data_warnings
1014022539,https://krisha.kz/a/show/1014022539,2-комнатная квартира · 50 м²,250000.0,за месяц,6000,2,50.0,,,Esilyskiy_r-n,Astana,Turkestan,28,51.102055287173,71.424072917358,,,,,,,,,,"• Евродвушка 
• Коммунальные услуги отдельно 
• Депозит 
• Агентское сопровождение сделки-20% 
⚖️ Юридическое оформление и прозрачность гарантированы 
✨ Всё по закону, честно и с заботой о вас 💫","[""https://krisha-photos.kcdn.online/webp/bd/bdba2b0f-a599-487d-9664-bdc17d2b1464/125-full.jpg"", ""https://krisha-photos.kcdn.online/webp/bd/bdba2b0f-a599-487d-9664-bdc17d2b1464/127-full.jpg"", ""https://krisha-photos.kcdn.online/webp/bd/bdba2b0f-a599-487d-9664-bdc17d2b1464/126-full.jpg"", ""https://krisha-photos.kcdn.online/webp/bd/bdba2b0f-a599-487d-9664-bdc17d2b1464/123-full.jpg"", ""https://krisha-photos.kcdn.online/webp/bd/bdba2b0f-a599-487d-9664-bdc17d2b1464/124-full.jpg"", ""https://krisha-photos.kcdn.online/webp/bd/bdba2b0f-a599-487d-9664-bdc17d2b1464/128-full.jpg""]",6,b400f7fac95b464efbf2977ae9b48eb3daaf901ea42830e67fd88b4f89afd544,,Алихан  Борамбаев,False,2026-08-13,2026-07-17,2026-08-13,live,2026-08-23T14:33:36+00:00,400000.0,250000.0,150000.0,2026-08-23T14:35:20+00:00,slow_track,price_drop,[],False,,[],[],{},False,False,scored,СПРАВЕДЛИВАЯ,цена близка к скорректированной базе (-4.1%),unknown,комфорт,3,24,0.1802,1.0,0.913,False,1.0,5766.0,5766.0,-0.0406,0.27,29.7,46.0,39.9,обычное цена/качество; состояние не подтверждено текстом,0.9,agent,0.8,указано конкретное имя вместо 'Хозяин',finish_type_неизвестен;риелтор_или_агентство
1014416232,https://krisha.kz/a/show/1014416232,2-комнатная квартира · 50 м²,180000.0,за месяц,4200,2,50.0,,,Almaty_r-n,Astana,Abylayhana,20B,51.155147159132,71.481279474329,,,,,,,,,,"📑 Условия: 
• Коммунальные услуги отдельно 
• Депозит 
• Агентское сопровождение сделки-50.000 тенге 
⚖️ Юридическое оформление и прозрачность гарантированы 
✨ Всё по закону, честно и с заботой о вас 💫","[""https://krisha-photos.kcdn.online/webp/47/476c24ad-eddc-4548-9b8c-2a1b60222719/33-full.jpg"", ""https://krisha-photos.kcdn.online/webp/47/476c24ad-eddc-4548-9b8c-2a1b60222719/34-full.jpg"", ""https://krisha-photos.kcdn.online/webp/47/476c24ad-eddc-4548-9b8c-2a1b60222719/35-full.jpg"", ""https://krisha-photos.kcdn.online/webp/47/476c24ad-eddc-4548-9b8c-2a1b60222719/36-full.jpg"", ""https://krisha-photos.kcdn.online/webp/47/476c24ad-eddc-4548-9b8c-2a1b60222719/37-full.jpg"", ""https://krisha-photos.kcdn.online/webp/47/476c24ad-eddc-4548-9b8c-2a1b60222719/38-full.jpg""]",6,676c6551b1b55d4a304a714bab163d0148760c8bf479297a98b6842c651031a0,,Жакупов Исламбек,False,2026-08-13,2026-07-31,2026-08-13,live,2026-08-23T14:33:36+00:00,300000.0,180000.0,120000.0,2026-08-23T14:35:20+00:00,slow_track,price_drop,[],False,,[],[],{},False,True,scored,СПРАВЕДЛИВАЯ,цена близка к скорректированной базе (+9.0%),unknown,эконом,4,37,0.1833,1.0,0.857,False,1.0,4615.0,4615.0,0.0899,-0.61,95.0,46.0,81.9,хорошее цена/качество; состояние не подтверждено текстом,0.9,agent,0.8,указано конкретное имя вместо 'Хозяин',finish_type_неизвестен;риелтор_или_агентство
1014023462,https://krisha.kz/a/show/1014023462,2-комнатная квартира · 45 м²,200000.0,за месяц,5556,2,45.0,,,Almaty_r-n,Astana,Tauelsizdik,,51.146225408583,71.456817234409,,,,,,,,,,"• Евродвушка 
• Коммунальные услуги отдельно 
Агентское сопровождение сделки-20%=50.000 тенге 
⚖️ Юридическое оформление и прозрачность гарантированы 
✨ Всё по закону, честно и с заботой о вас 💫","[""https://krisha-photos.kcdn.online/webp/1b/1ba94d80-83d3-4a50-8b10-3dcced1ee0af/61-full.jpg"", ""https://krisha-photos.kcdn.online/webp/1b/1ba94d80-83d3-4a50-8b10-3dcced1ee0af/63-full.jpg"", ""https://krisha-photos.kcdn.online/webp/1b/1ba94d80-83d3-4a50-8b10-3dcced1ee0af/62-full.jpg"", ""https://krisha-photos.kcdn.online/webp/1b/1ba94d80-83d3-4a50-8b10-3dcced1ee0af/64-full.jpg"", ""https://krisha-photos.kcdn.online/webp/1b/1ba94d80-83d3-4a50-8b10-3dcced1ee0af/65-full.jpg""]",5,e14f10264973c4f0b06ffa72d168d01721ac52931dd5c71b68454910fa1582bf,,Алихан  Борамбаев,False,2026-08-12,2026-07-17,2026-08-12,live,2026-08-23T14:33:36+00:00,235000.0,200000.0,35000.0,2026-08-23T14:35:20+00:00,slow_track,price_drop,[],False,,[],[],{},False,False,scored,СПРАВЕДЛИВАЯ,цена близка к скорректированной базе (-1.0%),unknown,комфорт,3,18,0.0619,1.0,0.885,False,1.0,5500.0,5500.0,-0.0102,0.2,44.9,46.0,49.6,обычное цена/качество; состояние не подтверждено текстом,0.9,agent,0.8,указано конкретное имя вместо 'Хозяин',finish_type_неизвестен;риелтор_или_агентство
1014024195,https://krisha.kz/a/show/1014024195,1-комнатная квартира · 40 м²,200000.0,за месяц,5000,1,40.0,,,Almaty_r-n,Astana,Kuyshi_Dina,25,51.148626577409,71.478983939571,,,,,,,,,,"• Коммунальные услуги отдельно 
• Депозит 
• Агентское сопровождение сделки-50.000 тенге 
⚖️ Юридическое оформление и прозрачность гарантированы 
✨ Всё по закону, честно и с заботой о вас 💫","[""https://krisha-photos.kcdn.online/webp/e7/e7b013ce-28ad-420a-9caf-80dfd9c9b69a/97-full.jpg"", ""https://krisha-photos.kcdn.online/webp/e7/e7b013ce-28ad-420a-9caf-80dfd9c9b69a/98-full.jpg"", ""https://krisha-photos.kcdn.online/webp/e7/e7b013ce-28ad-420a-9caf-80dfd9c9b69a/99-full.jpg"", ""https://krisha-photos.kcdn.online/webp/e7/e7b013ce-28ad-420a-9caf-80dfd9c9b69a/100-full.jpg"", ""https://krisha-photos.kcdn.online/webp/e7/e7b013ce-28ad-420a-9caf-80dfd9c9b69a/101-full.jpg""]",5,591e45705e501da38be1b457eebe94377c7e9c0983cf654e1dab8214df279037,,Алихан  Борамбаев,False,2026-08-12,2026-07-17,2026-08-12,live,2026-08-23T14:33:36+00:00,300000.0,200000.0,100000.0,2026-08-23T14:35:20+00:00,slow_track,price_drop,[],False,,[],[],{},False,False,scored,СПРАВЕДЛИВАЯ,цена близка к скорректированной базе (-4.1%),unknown,комфорт,4,54,0.3281,1.0,0.857,False,1.0,4805.0,4805.0,-0.0406,0.22,29.7,46.0,39.5,обычное цена/качество; состояние не подтверждено текстом,0.9,agent,0.8,указано конкретное имя вместо 'Хозяин',finish_type_неизвестен;риелтор_или_агентство
1014416392,https://krisha.kz/a/show/1014416392,1-комнатная квартира · 45 м²,280000.0,за месяц,6667,1,45.0,,,Esilyskiy_r-n,Astana,Turan,,51.106169463363,71.395762404295,,,,,,,,,,"• Депозит 
• Агентское сопровождение сделки-50.000 тенге! 
⚖️ Юридическое оформление и прозрачность гарантированы 
✨ Всё по закону, честно и с заботой о вас 💫","[""https://krisha-photos.kcdn.online/webp/eb/eb58cb5d-ef54-432a-ac59-b564009a2b54/31-full.jpg""]",1,9aba5d3b3a2fbf3846bd41975fab866460be3b09313e58a4edeb7eaf0e4ab170,,Жакупов Исламбек,False,2026-08-12,2026-07-31,2026-08-12,live,2026-08-23T14:33:36+00:00,300000.0,280000.0,20000.0,2026-08-23T14:35:20+00:00,slow_track,price_drop,[],False,,[],[],{},False,False,scored,НАХОДКА,цена ниже скорректированной базы на 13.0%,unknown,бизнес,3,59,0.1368,1.0,0.935,False,1.0,7667.0,7667.0,0.1304,-1.11,100.0,42.0,84.5,хорошее цена/качество; качество не подтверждено фото; состояние не подтверждено текстом,0.8,agent,0.8,указано конкретное имя вместо 'Хозяин',finish_type_неизвестен;мало_фото;риелтор_или_агентство
1014416004,https://krisha.kz/a/show/1014416004,1-комнатная квартира · 30 м²,210000.0,за месяц,10000,1,30.0,,,Almaty_r-n,Astana,Kudayberdiuly,23,51.158293762035,71.503207485482,,,,,,,,,,"• Коммунальные услуги отдельно 
• Депозит 
• Агентское сопровождение сделки-50.000 тенге! 
⚖️ Юридическое оформление и прозрачность гарантированы 
✨ Всё по закону, честно и с заботой о вас 💫",[],0,,,Жакупов Исламбек,False,2026-08-11,2026-07-31,2026-08-11,live,2026-08-23T14:33:36+00:00,300000.0,210000.0,90000.0,2026-08-23T14:35:20+00:00,slow_track,price_drop,[],False,,[],[],{},False,False,scored,ПЕРЕОЦЕНЕНА,цена выше скорректированной базы на 94.2%,unknown,бизнес,4,52,0.2434,1.0,0.857,False,1.0,5149.0,5149.0,-0.9421,7.04,0.0,30.0,15.9,слабое цена/качество; качество не подтверждено фото; состояние не подтверждено текстом,0.8,agent,0.8,указано конкретное имя вместо 'Хозяин',finish_type_неизвестен;нет_фото;риелтор_или_агентство
1014577391,https://krisha.kz/a/show/1014577391,1-комнатная квартира · 38 м² · 9/16 этаж,230000.0,за месяц,6579,1,38.0,9,16,Esilyskiy_r-n,Astana,Mangilik_El,72,51.070253259515,71.418468668528,11941976,aman,AMAN,полностью,"свежий ремонт, новая мебель",,,,,"Фото 100% 
Квартира после ремонта ранее не сдавалась! 
Мебель и техника все новое! 
Депозит

Дом ориентировочно находится возле Хусеин Бен Талал","[""https://krisha-photos.kcdn.online/webp/6f/6f5a5f30-c564-4579-99fc-d85bcf9ec9ca/1-full.jpg"", ""https://krisha-photos.kcdn.online/webp/6f/6f5a5f30-c564-4579-99fc-d85bcf9ec9ca/2-full.jpg"", ""https://krisha-photos.kcdn.online/webp/6f/6f5a5f30-c564-4579-99fc-d85bcf9ec9ca/3-full.jpg"", ""https://krisha-photos.kcdn.online/webp/6f/6f5a5f30-c564-4579-99fc-d85bcf9ec9ca/4-full.jpg"", ""https://krisha-photos.kcdn.online/webp/6f/6f5a5f30-c564-4579-99fc-d85bcf9ec9ca/5-full.jpg"", ""https://krisha-photos.kcdn.online/webp/6f/6f5a5f30-c564-4579-99fc-d85bcf9ec9ca/6-full.jpg"", ""https://krisha-photos.kcdn.online/webp/6f/6f5a5f30-c564-4579-99fc-d85bcf9ec9ca/7-full.jpg"", ""https://krisha-photos.kcdn.online/webp/6f/6f5a5f30-c564-4579-99fc-d85bcf9ec9ca/8-full.jpg"", ""https://krisha-photos.kcdn.online/webp/6f/6f5a5f30-c564-4579-99fc-d85bcf9ec9ca/9-full.jpg""]",9,20ffe4987ace29a19443eec1ac7122a3e930a2291c66fc01a30c42ccf6f4d187,,"Ибраев Айдархан, компания «PREMIER»",False,2026-08-11,2026-08-05,2026-08-11,live,2026-08-23T14:33:36+00:00,250000.0,230000.0,20000.0,2026-08-23T14:35:20+00:00,slow_track,price_drop,[],False,,[],[],{},False,True,scored,СПРАВЕДЛИВАЯ,цена близка к скорректированной базе (-4.1%),unknown,бизнес,1-2,4,0.2853,0.5,0.651,False,1.0,6321.5,6321.5,-0.0407,0.21,29.6,59.0,41.2,обычное цена/качество; состояние не подтверждено текстом,0.9,agent,0.8,указано конкретное имя вместо 'Хозяин',finish_type_неизвестен;риелтор_или_агентство
1013763290,https://krisha.kz/a/show/1013763290,2-комнатная квартира · 54 м² · 1/10 этаж,320000.0,за месяц,7407,2,54.0,1,10,Esilyskiy_r-n,Astana,Bokeyhana,11/1,51.104126,71.43537,,,,полностью,"свежий ремонт, новая мебель",,,,,"сдам 2комнатную квартиру 
с новой мебелью 
депозит 100 000","[""https://krisha-photos.kcdn.online/webp/3f/3f189f6f-51a5-4ab0-bf9f-23ef8cc0c153/1-full.jpg"", ""https://krisha-photos.kcdn.online/webp/3f/3f189f6f-51a5-4ab0-bf9f-23ef8cc0c153/2-full.jpg"", ""https://krisha-photos.kcdn.online/webp/3f/3f189f6f-51a5-4ab0-bf9f-23ef8cc0c153/3-full.jpg"", ""https://krisha-photos.kcdn.online/webp/3f/3f189f6f-51a5-4ab0-bf9f-23ef8cc0c153/4-full.jpg""]",4,5ca94cf7e44c267ec372e2bc01a5d6065afeb22257dc0d35f345ff89e0c15da8,,Хозяин,False,2026-08-11,2026-07-07,2026-08-11,live,2026-08-23T14:33:36+00:00,350000.0,320000.0,30000.0,2026-08-23T14:35:20+00:00,slow_track,price_drop,[],False,чистовая,[],"[""новая мебель"", ""свежий ремонт""]","{""депозит"": ""100 000""}",False,False,scored,ПЕРЕОЦЕНЕНА,цена выше скорректированной базы на 11.2%,finished,бизнес,3,7,0.1009,0.88,0.797,True,0.9513,7000.0,6659.4,-0.1123,0.79,0.0,82.1,28.8,слабое цена/качество; качество не подтверждено фото,0.9,owner,1.0,owner_name=Хозяин,мало_фото
684194300,https://krisha.kz/a/show/684194300,1-комнатная квартира · 25 м² · 2/4 этаж,180000.0,за месяц,8200,1,25.0,2,4,Saryarka_r-n,Astana,Vasiliy_Radlov,26/1,51.178002,71.368526,,,,полностью,"свежий ремонт, новая мебель",,,,,"сдам уютную квартиру на длительный срок! 
 
адрес: Начало Сейфуллина. 
 
Описание квартиры: 
 
 Самый уютный и спокойный дом в городе. 
 Квартира на 2 этаже в кирпичном доме с хорошей шумоизоляцией — соседей не слышно. 
 Кухня-студия с новым кухонным гарнитуром и новой бытовой техникой (холодильник, стиральная машина, телевизор, кондиционер). 
 Чистый санузел, ванна. 
 Мебель: кровать, диван, обеденный стол, рабочий стол, шкаф для одежды. 
 Окна выходят на двор и улицу. 
 Квартира непахнущая, светлая и уютная. 
 Система безопасности (видеонаблюдение, домофон). 
 
Удобства: 
 
 Огороженный двор с парковкой. 
квартира в хорошем состоянии. 
 
расположение: 
 
 До левого берега 5 минут. 
 Рядом Смолл, магазины, ТД ""Рахмет"". 
 Кинотеатр ""Коктал"" в шаговой доступности. 
 Остановка рядом с домом, проходят автобусные маршруты № 42, 64, 120 и другие. 
 Удобные транспортные остановки в любую сторону города. 
 Тихий и зеленый район с развитой инфраструктурой. 
 
Условия аренды: 
 
 Аренда + коммунальные услуги + возвратный депозит. 
 Квартира сдаётся на длительный срок порядочным и аккуратным людям. 
 
звоните или пишите для записи на просмотр!

Дом ориентировочно находится возле Акан Серы, ТД Рахмет","[""https://krisha-photos.kcdn.online/webp/b5/b5d20e87-3828-48d4-a10d-e2420cb42ee8/41-full.jpg"", ""https://krisha-photos.kcdn.online/webp/b5/b5d20e87-3828-48d4-a10d-e2420cb42ee8/27-full.jpg"", ""https://krisha-photos.kcdn.online/webp/b5/b5d20e87-3828-48d4-a10d-e2420cb42ee8/21-full.jpg"", ""https://krisha-photos.kcdn.online/webp/b5/b5d20e87-3828-48d4-a10d-e2420cb42ee8/22-full.jpg"", ""https://krisha-photos.kcdn.online/webp/b5/b5d20e87-3828-48d4-a10d-e2420cb42ee8/23-full.jpg"", ""https://krisha-photos.kcdn.online/webp/b5/b5d20e87-3828-48d4-a10d-e2420cb42ee8/24-full.jpg"", ""https://krisha-photos.kcdn.online/webp/b5/b5d20e87-3828-48d4-a10d-e2420cb42ee8/25-full.jpg"", ""https://krisha-photos.kcdn.online/webp/b5/b5d20e87-3828-48d4-a10d-e2420cb42ee8/26-full.jpg"", ""https://krisha-photos.kcdn.online/webp/b5/b5d20e87-3828-48d4-a10d-e2420cb42ee8/28-full.jpg"", ""https://krisha-photos.kcdn.online/webp/b5/b5d20e87-3828-48d4-a10d-e2420cb42ee8/29-full.jpg"", ""https://krisha-photos.kcdn.online/webp/b5/b5d20e87-3828-48d4-a10d-e2420cb42ee8/30-full.jpg"", ""https://krisha-photos.kcdn.online/webp/b5/b5d20e87-3828-48d4-a10d-e2420cb42ee8/31-full.jpg"", ""https://krisha-photos.kcdn.online/webp/b5/b5d20e87-3828-48d4-a10d-e2420cb42ee8/33-full.jpg"", ""https://krisha-photos.kcdn.online/webp/b5/b5d20e87-3828-48d4-a10d-e2420cb42ee8/34-full.jpg"", ""https://krisha-photos.kcdn.online/webp/b5/b5d20e87-3828-48d4-a10d-e2420cb42ee8/35-full.jpg"", ""https://krisha-photos.kcdn.online/webp/b5/b5d20e87-3828-48d4-a10d-e2420cb42ee8/36-full.jpg"", ""https://krisha-photos.kcdn.online/webp/b5/b5d20e87-3828-48d4-a10d-e2420cb42ee8/37-full.jpg"", ""https://krisha-photos.kcdn.online/webp/b5/b5d20e87-3828-48d4-a10d-e2420cb42ee8/38-full.jpg"", ""https://krisha-photos.kcdn.online/webp/b5/b5d20e87-3828-48d4-a10d-e2420cb42ee8/39-full.jpg"", ""https://krisha-photos.kcdn.online/webp/b5/b5d20e87-3828-48d4-a10d-e2420cb42ee8/40-full.jpg""]",20,d8fbe953a06ec64f554b0e969a14c73534f74ce3961622dde357c0712975fdca,,Хозяин,False,2026-08-10,2023-04-22,2026-08-10,live,2026-08-23T14:33:36+00:00,190000.0,180000.0,10000.0,2026-08-23T14:35:20+00:00,slow_track,price_drop,[],False,чистовая,[],"[""новый кухонный гарнитур"", ""новая бытовая техника"", ""свежий ремонт"", ""новая мебель""]","{""pets"": ""не указано"", ""parking"": ""огороженный двор с парковкой"", ""view"": ""на двор и улицу"", ""metro"": ""остановка рядом с домом, проходят автобусные маршруты № 42, 64, 120 и другие"", ""balcony"": ""не указано"", ""security"": ""система безопасности (видеонаблюдение, домофон)""}",False,False,scored,ПЕРЕОЦЕНЕНА,цена выше скорректированной базы на 43.7%,finished,бизнес,4,17,0.2292,1.0,0.802,False,1.0,5707.0,5707.0,-0.4368,2.65,0.0,99.5,33.4,слабое цена/качество,1.0,owner,1.0,owner_name=Хозяин,
686359483,https://krisha.kz/a/show/686359483,1-комнатная квартира · 25 м² · 4/4 этаж,180000.0,за месяц,8200,1,25.0,4,4,Saryarka_r-n,Astana,Vasiliya_Radlova,26/1,51.177996,71.368544,,,,полностью,"свежий ремонт, новая мебель",,,,,"Сдам уютную квартиру на длительный срок! 
 
адрес: Начало Сейфуллина. 
 
Описание квартиры: 
 
НОВЫЙ ДИВАН! 
 
Самый уютный и спокойный дом в городе, с хорошей шумоизоляцией. 
 Квартира на 4 этаже, с тихим этажом, сверху никто не топает — идеальный вариант для интровертов. 
 Вся бытовая техника, кухонный гарнитур и диван НОВЫЕ, никто не пользовался! 
 Кухня-студия с новым кухонным гарнитуром и бытовой техникой (новый холодильник, новая стиральная машинка, телевизор, кондиционер). 
 Новый диван и ковер. 
 Чистый санузел, ванна. 
 Окна выходят на двор и улицу, летом в квартире прохладно, зимой тепло. 
 Квартира свежая, непахнущая, светлая и уютная. 
 Всё необходимое для комфортного проживания: посуда, сушилка для белья, дополнительные полки и шкафы для хранения вещей. 
 
Удобства: 
 
 Огороженный двор с парковкой. 
 Шумоизоляция — соседей не слышно. 
 Энергоэффективность: новая система отопления и качественная теплоизоляция, зимой тепло, летом прохладно. 
 
Безопасность: 
 
 В доме установлена система видеонаблюдения, обеспечивающая безопасность на территории. 
 Входная дверь с домофоном для удобного и безопасного доступа в подъезд. 
 
расположение: 
 
 До левого берега всего 5 минут. 
 Рядом Смолл, 4 школы, детские садики, магазины, ТД Рахмет;. 
 Кинотеатр Коктал; в шаговой доступности. 
 Остановка рядом с домом, проходят автобусы № 42, 64, 120 и другие. 
 Удобные транспортные маршруты в любую сторону города. 
 Безопасный и спокойный район с развитой инфраструктурой. 
 
Фото 100% актуальны и соответствуют реальному состоянию квартиры! 
 
 Условия аренды: 
 Аренда + коммунальные услуги + возвратный депозит 30 000 тг. 
 Рассматриваем арендаторов на длительный срок — порядочных и аккуратных людей. 
 
Квартира сдаётся в идеальном состоянии и готова к заселению! звоните или пишите для записи на просмотр!

Дом ориентировочно находится возле Акан Серы","[""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/21-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/20-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/26-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/27-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/28-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/25-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/19-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/15-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/16-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/18-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/2-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/3-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/4-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/6-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/12-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/11-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/13-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/14-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/17-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/10-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/9-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/5-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/1-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/7-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/8-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/22-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/23-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/24-full.jpg"", ""https://krisha-photos.kcdn.online/webp/69/69703bae-6ded-428d-8c94-5abed1db1b2c/29-full.jpg""]",29,fad005093307db503db2f993aa3f3ebf06ae9464ea6ca00f434c461422ba9e26,,Хозяин,False,2026-08-09,2023-07-17,2026-08-09,live,2026-08-23T14:33:36+00:00,190000.0,180000.0,10000.0,2026-08-23T14:35:20+00:00,slow_track,price_drop,[],False,чистовая,[],"[""новый диван"", ""новый кухонный гарнитур"", ""новая бытовая техника"", ""новый холодильник"", ""новая стиральная машинка"", ""телевизор"", ""кондиционер"", ""новый ковер"", ""свежий ремонт"", ""новая мебель""]","{""pets"": ""не указано"", ""parking"": ""огороженный двор с парковкой"", ""view"": ""окна выходят на двор и улицу"", ""metro"": ""остановка рядом с домом, проходят автобусы № 42, 64, 120 и другие"", ""balcony"": ""не указано"", ""security"": ""система видеонаблюдения, входная дверь с домофоном"", ""шумоизоляция"": ""хорошая шумоизоляция, соседей не слышно"", ""энергоэффективность"": ""новая система отопления, качественная теплоизоляция""}",False,False,scored,ПЕРЕОЦЕНЕНА,цена выше скорректированной базы на 47.3%,finished,бизнес,4,17,0.2292,1.0,0.802,True,0.9753,5707.0,5566.1,-0.4732,2.65,0.0,100.0,33.6,слабое цена/качество,1.0,owner,1.0,owner_name=Хозяин,
