id,url,title,price,price_m2_text,price_m2,rooms,square_m2,floor,floor_total,district,city,street,house_num,latitude,longitude,complex_id,complex_alias,complex_name,furniture,rent_renovation,priv_dorm,bathrooms_count,kitchen_studio,suited_for,full_description,photo_urls,photo_count,photo_set_hash,seller_type,owner_name,is_identity_confirmed,published_date,created_at,added_at,storage,scraped_at
1014029952,https://krisha.kz/a/show/1014029952,1-комнатная квартира · 35 м²,195000,за месяц,4857,1,35,,,Almaty_r-n,Astana,Baytursynova,61,51.115069503246,71.534214028918,,,,,,,,,,"• Коммунальные услуги отдельно 
• Депозит 
• Агентское сопровождение сделки-60.000 тенге 
⚖️ Юридическое оформление и прозрачность гарантированы 
✨ Всё по закону, честно и с заботой о вас 💫","[""https://krisha-photos.kcdn.online/webp/0c/0c594c15-ce4d-40f1-9a70-f8faf3af1dd7/92-full.jpg"", ""https://krisha-photos.kcdn.online/webp/0c/0c594c15-ce4d-40f1-9a70-f8faf3af1dd7/93-full.jpg"", ""https://krisha-photos.kcdn.online/webp/0c/0c594c15-ce4d-40f1-9a70-f8faf3af1dd7/94-full.jpg"", ""https://krisha-photos.kcdn.online/webp/0c/0c594c15-ce4d-40f1-9a70-f8faf3af1dd7/95-full.jpg"", ""https://krisha-photos.kcdn.online/webp/0c/0c594c15-ce4d-40f1-9a70-f8faf3af1dd7/96-full.jpg""]",5,630d60ab2becda9f9e6d749b7356567320213669bfd1c4cb61025b746b97b8c0,,Алихан  Борамбаев,False,2026-08-13,2026-07-17,2026-08-13,live,2026-08-21T13:14:30+00:00
1013963127,https://krisha.kz/a/show/1013963127,3-комнатная квартира · 110 м² · 12/25 этаж,500000,за месяц,4545,3,110,12,25,Sarayshyk_r-n,Astana,prospekt_Koshkarbaeva,8,51.127757430323,71.467013952023,8477146,hajvil-astana,Хайвил Астана,полностью,,нет,,,,"⭐⭐⭐⭐⭐ • Brand NEW Luxury Apartment in Highvill Astana🏢 Block – Е • квартира класса – люкс, на длительный срок, в престижном районе города • полностью меблирована • вся бытовая и оргтехника в отличном состоянии😊 • 2 санузла • не угловая • умный дом премиум класса • управление всей квартирой с помощью Digital Home Network System (сенсорного WAll-pad) • Green Smart Sуstem • обеспечивающая экономию э/энергии и воды • регулируемые теплые полы • встроенные гардеробные шкафы • встроенная кухня • электроплита с духовкой • встроенный холодильник • вытяжка • посудомоечная машина • водяной фильтр • электро-биде • высокоскоростной Wi-Fi интернет • система защиты всей квартиры • датчик движения • цифровой замок • видео наблюдение • видеодомофон с функцией вызова лифта из квартиры • весь комплекс круглосуточно охраняется • Расположение как жилого комплекса, так и самой квартиры • шикарный панорамный вид из окна • рядом с комплексом - Президентский парк и Дворец Мира и согласия (Пирамида) • развитая инфраструктура системы One Step • вся полноценная жизнь в шаговой доступности внутри одного комплекса – фитнесс-центр с сауной • бассейном и тренажерным залом • Shopping Street • улица с бутиками и магазинами • кафе • детские площадки с антиударным защитным покрытием • скверы • детский сад и другие предприятия социального быта и сервиса • 3-уровненный отапливаемый паркинг • вход только для жителей комплекса по магнитной карточке • прекрасно благоустроенная территория • детские игровые площадки • прогулочные аллеи • рядом столичный парк с неповторимым пейзажем🌳🌳🌳🌲🌲🌿🌿🌿, который создает неповторимую атмосферу уюта • очень теплая • уютная • СОЛНЕЧНАЯ КВАРТИРА ЖДЕТ ВАС! • С Уважением, специалист по недвижимости NUR-KOZHA👍

Дом ориентировочно находится возле Блок-Е","[""https://krisha-photos.kcdn.online/webp/16/16ca176f-2381-4042-922b-bfe410c21a77/2-full.jpg"", ""https://krisha-photos.kcdn.online/webp/16/16ca176f-2381-4042-922b-bfe410c21a77/3-full.jpg"", ""https://krisha-photos.kcdn.online/webp/16/16ca176f-2381-4042-922b-bfe410c21a77/1-full.jpg"", ""https://krisha-photos.kcdn.online/webp/16/16ca176f-2381-4042-922b-bfe410c21a77/4-full.jpg"", ""https://krisha-photos.kcdn.online/webp/16/16ca176f-2381-4042-922b-bfe410c21a77/9-full.jpg"", ""https://krisha-photos.kcdn.online/webp/16/16ca176f-2381-4042-922b-bfe410c21a77/10-full.jpg"", ""https://krisha-photos.kcdn.online/webp/16/16ca176f-2381-4042-922b-bfe410c21a77/6-full.jpg"", ""https://krisha-photos.kcdn.online/webp/16/16ca176f-2381-4042-922b-bfe410c21a77/12-full.jpg"", ""https://krisha-photos.kcdn.online/webp/16/16ca176f-2381-4042-922b-bfe410c21a77/11-full.jpg""]",9,892becbeddac7507411cee05db2e50f05ac0a9078ea347e92534d5b88995482b,,ASTANA ELITE,True,2026-08-13,2026-07-15,2026-08-13,live,2026-08-21T13:14:30+00:00
1014001410,https://krisha.kz/a/show/1014001410,2-комнатная квартира · 72 м² · 10/28 этаж,300000,за месяц,4167,2,72,10,28,Sarayshyk_r-n,Astana,prospekt_Koshkarbaeva,10/1,51.127256649747,71.469217629708,8477146,hajvil-astana,Хайвил Астана,полностью,,нет,,,,"⭐⭐⭐⭐⭐ • Brand NEW Luxury Apartment in Highvill Astana Block – G • квартира класса – люкс, на длительный срок, в престижном районе города • ЖК ""HighVill Astana"" 🏢 • полностью меблирована • вся бытовая и оргтехника в отличном состоянии😊 • 2 санузла • не угловая • умный дом премиум класса • управление всей квартирой с помощью Digital Home Network System (сенсорного WAll-pad) • Green Smart Sуstem • обеспечивающая экономию э/энергии и воды • регулируемые теплые полы • встроенные гардеробные шкафы • встроенная кухня • электроплита с духовкой • встроенный холодильник • вытяжка • водяной фильтр • электро-биде • высокоскоростной Wi-Fi интернет • система защиты всей квартиры • датчик движения • цифровой замок • видео наблюдение • видеодомофон с функцией вызова лифта из квартиры • весь комплекс круглосуточно охраняется • расположение как жилого комплекса, так и самой квартиры • шикарный панорамный вид из окна • рядом с комплексом - Президентский парк и Дворец Мира и согласия (Пирамида) • развитая инфраструктура системы One Step • вся полноценная жизнь в шаговой доступности внутри одного комплекса – фитнесс-центр с сауной • бассейном и тренажерным залом • Shopping Street • улица с бутиками и магазинами • кафе • детские площадки с антиударным защитным покрытием • скверы • детский сад и другие предприятия социального быта и сервиса • 3-уровненный отапливаемый паркинг • вход только для жителей комплекса по магнитной карточке • прекрасно благоустроенная территория • детские игровые площадки • прогулочные аллеи • рядом столичный парк с неповторимым пейзажем🌳🌳🌳🌲🌲🌿🌿🌿, который создает неповторимую атмосферу уюта • очень теплая • уютная • СОЛНЕЧНАЯ КВАРТИРА ЖДЕТ ВАС! • С Уважением, специалист по недвижимости NUR-KOZHA👍

Дом ориентировочно находится возле Блок-G","[""https://krisha-photos.kcdn.online/webp/13/1393fd17-7fa8-41c7-90eb-56afc90c9a5b/10-full.jpg"", ""https://krisha-photos.kcdn.online/webp/13/1393fd17-7fa8-41c7-90eb-56afc90c9a5b/8-full.jpg"", ""https://krisha-photos.kcdn.online/webp/13/1393fd17-7fa8-41c7-90eb-56afc90c9a5b/1-full.jpg"", ""https://krisha-photos.kcdn.online/webp/13/1393fd17-7fa8-41c7-90eb-56afc90c9a5b/3-full.jpg"", ""https://krisha-photos.kcdn.online/webp/13/1393fd17-7fa8-41c7-90eb-56afc90c9a5b/18-full.jpg"", ""https://krisha-photos.kcdn.online/webp/13/1393fd17-7fa8-41c7-90eb-56afc90c9a5b/7-full.jpg"", ""https://krisha-photos.kcdn.online/webp/13/1393fd17-7fa8-41c7-90eb-56afc90c9a5b/9-full.jpg"", ""https://krisha-photos.kcdn.online/webp/13/1393fd17-7fa8-41c7-90eb-56afc90c9a5b/2-full.jpg"", ""https://krisha-photos.kcdn.online/webp/13/1393fd17-7fa8-41c7-90eb-56afc90c9a5b/15-full.jpg"", ""https://krisha-photos.kcdn.online/webp/13/1393fd17-7fa8-41c7-90eb-56afc90c9a5b/17-full.jpg"", ""https://krisha-photos.kcdn.online/webp/13/1393fd17-7fa8-41c7-90eb-56afc90c9a5b/16-full.jpg"", ""https://krisha-photos.kcdn.online/webp/13/1393fd17-7fa8-41c7-90eb-56afc90c9a5b/4-full.jpg"", ""https://krisha-photos.kcdn.online/webp/13/1393fd17-7fa8-41c7-90eb-56afc90c9a5b/5-full.jpg"", ""https://krisha-photos.kcdn.online/webp/13/1393fd17-7fa8-41c7-90eb-56afc90c9a5b/12-full.jpg"", ""https://krisha-photos.kcdn.online/webp/13/1393fd17-7fa8-41c7-90eb-56afc90c9a5b/13-full.jpg"", ""https://krisha-photos.kcdn.online/webp/13/1393fd17-7fa8-41c7-90eb-56afc90c9a5b/11-full.jpg""]",16,a720c18392d63f0590ff72cf538da775029633586143a2a413425ae3a6b9a24a,,ASTANA ELITE,True,2026-08-13,2026-07-16,2026-08-13,live,2026-08-21T13:14:30+00:00
1014387484,https://krisha.kz/a/show/1014387484,3-комнатная квартира · 92 м² · 16/17 этаж,500000,за месяц,5435,3,92,16,17,Esilyskiy_r-n,Astana,Turan,44B,51.113243753071,71.401922106743,15619379,parasat,Parasat,,"свежий ремонт, новая мебель",нет,,,,"Сдам 3 комнатную квартиру в связи с учебой в другой стране

Дом ориентировочно находится возле Туран 44б","[""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/18-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/19-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/20-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/21-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/22-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/23-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/24-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/25-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/26-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/27-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/28-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/29-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/30-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/31-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/32-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/33-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/34-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/35-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/36-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/37-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/38-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/39-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/40-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/41-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/42-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/43-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/44-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/45-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/46-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/47-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/48-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/49-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/50-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/51-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/52-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/53-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/74d4693b-0a5e-420f-9b46-37227be5652e/54-full.jpg""]",37,f44e3643bbc4600ab3c55ba9c2809c556c78a5b5d145e5653532c6e0c52f3b4b,,Хозяин,False,2026-08-13,2026-07-30,2026-08-13,live,2026-08-14T06:34:55+00:00
679333926,https://krisha.kz/a/show/679333926,4-комнатная квартира · 175 м²,800000,за месяц,4571,4,175,3,,Almaty_r-n,Astana,Sarykengir,1-7,51.138613586358,71.451758404898,8478192,ak-bulak-3,Ак Булак-3,полностью,"свежий ремонт, новая мебель",,,,,,"[""https://krisha-photos.kcdn.online/webp/21/21370dac-ee9c-4649-b234-42a7c8288ef4/1-full.jpg"", ""https://krisha-photos.kcdn.online/webp/21/21370dac-ee9c-4649-b234-42a7c8288ef4/2-full.jpg"", ""https://krisha-photos.kcdn.online/webp/21/21370dac-ee9c-4649-b234-42a7c8288ef4/3-full.jpg"", ""https://krisha-photos.kcdn.online/webp/21/21370dac-ee9c-4649-b234-42a7c8288ef4/4-full.jpg"", ""https://krisha-photos.kcdn.online/webp/21/21370dac-ee9c-4649-b234-42a7c8288ef4/5-full.jpg"", ""https://krisha-photos.kcdn.online/webp/21/21370dac-ee9c-4649-b234-42a7c8288ef4/6-full.jpg"", ""https://krisha-photos.kcdn.online/webp/21/21370dac-ee9c-4649-b234-42a7c8288ef4/7-full.jpg"", ""https://krisha-photos.kcdn.online/webp/21/21370dac-ee9c-4649-b234-42a7c8288ef4/8-full.jpg"", ""https://krisha-photos.kcdn.online/webp/21/21370dac-ee9c-4649-b234-42a7c8288ef4/9-full.jpg"", ""https://krisha-photos.kcdn.online/webp/21/21370dac-ee9c-4649-b234-42a7c8288ef4/10-full.jpg"", ""https://krisha-photos.kcdn.online/webp/21/21370dac-ee9c-4649-b234-42a7c8288ef4/11-full.jpg"", ""https://krisha-photos.kcdn.online/webp/21/21370dac-ee9c-4649-b234-42a7c8288ef4/12-full.jpg"", ""https://krisha-photos.kcdn.online/webp/21/21370dac-ee9c-4649-b234-42a7c8288ef4/13-full.jpg"", ""https://krisha-photos.kcdn.online/webp/21/21370dac-ee9c-4649-b234-42a7c8288ef4/14-full.jpg"", ""https://krisha-photos.kcdn.online/webp/21/21370dac-ee9c-4649-b234-42a7c8288ef4/15-full.jpg"", ""https://krisha-photos.kcdn.online/webp/21/21370dac-ee9c-4649-b234-42a7c8288ef4/16-full.jpg"", ""https://krisha-photos.kcdn.online/webp/21/21370dac-ee9c-4649-b234-42a7c8288ef4/17-full.jpg""]",17,0bc5c2c03463a975ac023ebde1edd9a5fe0ee3df672de4e1067e0c0af1aa0236,,Хозяин,False,2026-08-13,2022-10-04,2026-08-13,live,2026-08-21T13:14:30+00:00
1006202450,https://krisha.kz/a/show/1006202450,2-комнатная квартира · 41 м² · 10/12 этаж,330000,за месяц,8049,2,41,10,12,Esilyskiy_r-n,Astana,Kerey-Zhanibek_handar,44/2,51.105523547214,71.44677473086,20568141,olen,OLEN,полностью,"свежий ремонт, новая мебель",,,,,"🏠Сдается в аренду 2-х комнатная новая евродвушка (после ремонта) в развивающемся районе, вблизи сквера «Сфера парк» (даму парк) и большого Президентского парка, набережной реки «Ишим». 
☀️Квартира светлая (солнечная сторона) после ремонта, с абсолютно новой техникой (установлены КОНДИЦИОНЕР и ФИЛЬТР ДЛЯ ВОДЫ), мебелью и бытовой утварью. Сдадим аккуратным, чистоплотным людям. Предпочтительно молодой семейной паре или одному человеку. 
💶Ежемесячная арендная плата 330 000 тг + коммунальный услуги. 
Депозит в размере 50% от арендной платы, с последующим возвратом (в случае отсутствия долгов и ущерба) при выезде. 
Сдается напрямую от владельца кв.

Дом ориентировочно находится возле Керей Жанибек хандар/ Аль-Фараби","[""https://krisha-photos.kcdn.online/webp/fb/fb5e5d79-5a22-48f2-b195-5cfe1fd4a6d5/1-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fb/fb5e5d79-5a22-48f2-b195-5cfe1fd4a6d5/2-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fb/fb5e5d79-5a22-48f2-b195-5cfe1fd4a6d5/3-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fb/fb5e5d79-5a22-48f2-b195-5cfe1fd4a6d5/4-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fb/fb5e5d79-5a22-48f2-b195-5cfe1fd4a6d5/5-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fb/fb5e5d79-5a22-48f2-b195-5cfe1fd4a6d5/6-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fb/fb5e5d79-5a22-48f2-b195-5cfe1fd4a6d5/7-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fb/fb5e5d79-5a22-48f2-b195-5cfe1fd4a6d5/8-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fb/fb5e5d79-5a22-48f2-b195-5cfe1fd4a6d5/15-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fb/fb5e5d79-5a22-48f2-b195-5cfe1fd4a6d5/16-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fb/fb5e5d79-5a22-48f2-b195-5cfe1fd4a6d5/17-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fb/fb5e5d79-5a22-48f2-b195-5cfe1fd4a6d5/18-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fb/fb5e5d79-5a22-48f2-b195-5cfe1fd4a6d5/19-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fb/fb5e5d79-5a22-48f2-b195-5cfe1fd4a6d5/20-full.jpg""]",14,a1614c2e216f4e691dafff050f0ac6b40115eed8a21e998760a349deff1efe9d,,Хозяин,False,2026-08-13,2025-10-13,2026-08-13,live,2026-08-14T06:34:55+00:00
1014787530,https://krisha.kz/a/show/1014787530,2-комнатная квартира · 40 м² · 8/8 этаж,280000,за месяц,6250,2,40,8,8,Nura_r-n,Astana,E_797,2,51.138314777418,71.378179663819,11514360,atamari,Атамари,полностью,"свежий ремонт, новая мебель",,,,,"Сдам светлую, уютную, евродвухкомнатную квартиру в районе Хан-шатыра 
В квартире свежий ремонт, окна выходят и во двор и на улицу. В доме имеется все для комфортного проживания. 
Нужны ответственные, аккуратные, платежеспособные арендаторы 
250 000т. ежемесячная оплата+ком услуги 
Гарантированный взнос 150 000 тг","[""https://krisha-photos.kcdn.online/webp/74/741c3184-a552-487e-ae54-d05d4b5ec386/1-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/741c3184-a552-487e-ae54-d05d4b5ec386/2-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/741c3184-a552-487e-ae54-d05d4b5ec386/3-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/741c3184-a552-487e-ae54-d05d4b5ec386/4-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/741c3184-a552-487e-ae54-d05d4b5ec386/5-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/741c3184-a552-487e-ae54-d05d4b5ec386/6-full.jpg"", ""https://krisha-photos.kcdn.online/webp/74/741c3184-a552-487e-ae54-d05d4b5ec386/7-full.jpg""]",7,2da030f65230d204c90c65a8418ed23e0bb4ff026189841c99dd879f2d6b8e6a,,Хозяин,False,2026-08-13,2026-08-13,2026-08-13,live,2026-08-14T06:34:55+00:00
1014787158,https://krisha.kz/a/show/1014787158,1-комнатная квартира · 33 м² · 5/9 этаж,200000,за месяц,5455,1,33,5,9,Almaty_r-n,Astana,Baytұrsynov,39/1,51.121559,71.500444,,,,,"не новый, но аккуратный и чистый ремонт",нет,,,,"Пәтер таза, дамып жатқан аудан, 180000+ком усл, депозит 20 мың, ұзақ мерзімге, мазаламаймыз

Дом ориентировочно находится возле Правый берег","[""https://krisha-photos.kcdn.online/webp/10/10b5c13b-fcc8-44e1-8989-76880eee4790/1-full.jpg"", ""https://krisha-photos.kcdn.online/webp/10/10b5c13b-fcc8-44e1-8989-76880eee4790/2-full.jpg"", ""https://krisha-photos.kcdn.online/webp/10/10b5c13b-fcc8-44e1-8989-76880eee4790/3-full.jpg"", ""https://krisha-photos.kcdn.online/webp/10/10b5c13b-fcc8-44e1-8989-76880eee4790/4-full.jpg"", ""https://krisha-photos.kcdn.online/webp/10/10b5c13b-fcc8-44e1-8989-76880eee4790/5-full.jpg"", ""https://krisha-photos.kcdn.online/webp/10/10b5c13b-fcc8-44e1-8989-76880eee4790/6-full.jpg"", ""https://krisha-photos.kcdn.online/webp/10/10b5c13b-fcc8-44e1-8989-76880eee4790/7-full.jpg"", ""https://krisha-photos.kcdn.online/webp/10/10b5c13b-fcc8-44e1-8989-76880eee4790/8-full.jpg"", ""https://krisha-photos.kcdn.online/webp/10/10b5c13b-fcc8-44e1-8989-76880eee4790/9-full.jpg"", ""https://krisha-photos.kcdn.online/webp/10/10b5c13b-fcc8-44e1-8989-76880eee4790/10-full.jpg"", ""https://krisha-photos.kcdn.online/webp/10/10b5c13b-fcc8-44e1-8989-76880eee4790/11-full.jpg""]",11,797c86af14ea1c2c9e3fbcd1b0cd288c72c58214665e6b3916d6e806f74952ff,,Хозяин,False,2026-08-13,2026-08-13,2026-08-13,live,2026-08-13T12:35:26+00:00
1014787057,https://krisha.kz/a/show/1014787057,1-комнатная квартира · 34 м² · 14/18 этаж,220000,за месяц,6471,1,34,14,18,Almaty_r-n,Astana,Tauelsizdik,34/2,51.138434633569,71.467113488437,12533247,silkway,Silk Way,полностью,"свежий ремонт, новая мебель",,,,,сдам в аренду квартиру квартира уютная свежий ремонт зимой тёплый,"[""https://krisha-photos.kcdn.online/webp/fe/fe816286-3f0d-470f-9346-28137216b295/1-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fe/fe816286-3f0d-470f-9346-28137216b295/2-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fe/fe816286-3f0d-470f-9346-28137216b295/3-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fe/fe816286-3f0d-470f-9346-28137216b295/4-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fe/fe816286-3f0d-470f-9346-28137216b295/5-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fe/fe816286-3f0d-470f-9346-28137216b295/6-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fe/fe816286-3f0d-470f-9346-28137216b295/7-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fe/fe816286-3f0d-470f-9346-28137216b295/8-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fe/fe816286-3f0d-470f-9346-28137216b295/9-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fe/fe816286-3f0d-470f-9346-28137216b295/10-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fe/fe816286-3f0d-470f-9346-28137216b295/11-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fe/fe816286-3f0d-470f-9346-28137216b295/12-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fe/fe816286-3f0d-470f-9346-28137216b295/13-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fe/fe816286-3f0d-470f-9346-28137216b295/14-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fe/fe816286-3f0d-470f-9346-28137216b295/15-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fe/fe816286-3f0d-470f-9346-28137216b295/16-full.jpg"", ""https://krisha-photos.kcdn.online/webp/fe/fe816286-3f0d-470f-9346-28137216b295/17-full.jpg""]",17,4bdb6bb5ea7d564a0a590892e2f02e79239eb7199c121daa8a73485430579347,,Хозяин,False,2026-08-13,2026-08-13,2026-08-13,live,2026-08-13T09:13:05+00:00
1014787123,https://krisha.kz/a/show/1014787123,2-комнатная квартира · 65 м² · 9/10 этаж,350000,за месяц,5385,2,65,9,10,Esilyskiy_r-n,Astana,Bokeyhana,25v,51.087586011104,71.42876353873,9747141,applecity,Apple City,полностью,"не новый, но аккуратный и чистый ремонт",,,,,,"[""https://krisha-photos.kcdn.online/webp/41/41ab96ef-ecaf-47f7-a959-8c6b4422e252/1-full.jpg"", ""https://krisha-photos.kcdn.online/webp/41/41ab96ef-ecaf-47f7-a959-8c6b4422e252/2-full.jpg"", ""https://krisha-photos.kcdn.online/webp/41/41ab96ef-ecaf-47f7-a959-8c6b4422e252/3-full.jpg"", ""https://krisha-photos.kcdn.online/webp/41/41ab96ef-ecaf-47f7-a959-8c6b4422e252/4-full.jpg"", ""https://krisha-photos.kcdn.online/webp/41/41ab96ef-ecaf-47f7-a959-8c6b4422e252/5-full.jpg"", ""https://krisha-photos.kcdn.online/webp/41/41ab96ef-ecaf-47f7-a959-8c6b4422e252/6-full.jpg"", ""https://krisha-photos.kcdn.online/webp/41/41ab96ef-ecaf-47f7-a959-8c6b4422e252/7-full.jpg"", ""https://krisha-photos.kcdn.online/webp/41/41ab96ef-ecaf-47f7-a959-8c6b4422e252/8-full.jpg"", ""https://krisha-photos.kcdn.online/webp/41/41ab96ef-ecaf-47f7-a959-8c6b4422e252/9-full.jpg"", ""https://krisha-photos.kcdn.online/webp/41/41ab96ef-ecaf-47f7-a959-8c6b4422e252/10-full.jpg"", ""https://krisha-photos.kcdn.online/webp/41/41ab96ef-ecaf-47f7-a959-8c6b4422e252/11-full.jpg"", ""https://krisha-photos.kcdn.online/webp/41/41ab96ef-ecaf-47f7-a959-8c6b4422e252/12-full.jpg"", ""https://krisha-photos.kcdn.online/webp/41/41ab96ef-ecaf-47f7-a959-8c6b4422e252/13-full.jpg""]",13,8bb228fc9925319ad5ddee09c022875e2152632e3edcf2229615b003920d6495,,Кожатаева Айганым,False,2026-08-13,2026-08-13,2026-08-13,live,2026-08-14T06:34:55+00:00
